,val_loss,val_mae,val_mse,loss,mae,mse
0,443.6035518984459,19.501541137695312,443.603515625,70.56822413782552,5.6318206787109375,70.56820678710938
1,76.04607985392494,7.811380863189697,76.04607391357422,23.237744570070316,3.7193658351898193,23.237743377685547
2,17.806074125032666,3.522066593170166,17.806072235107422,17.119218614777633,3.1860716342926025,17.119220733642578
3,9.375054030953908,2.356468439102173,9.375054359436035,15.3494361784782,3.0056381225585938,15.349442481994629
4,17.058269657542922,3.5471131801605225,17.058273315429688,13.453169593806479,2.8152236938476562,13.453171730041504
5,23.549907694575225,4.2346086502075195,23.549901962280273,11.880836728317462,2.639899492263794,11.880833625793457
6,3.9155924928758425,1.450684666633606,3.915593147277832,11.324463669658828,2.5760560035705566,11.324460983276367
7,10.998684397312596,2.7761592864990234,10.99868392944336,10.71131944025639,2.5058717727661133,10.711318016052246
8,4.690149240119684,1.7210413217544556,4.690148830413818,10.816042517886748,2.512392282485962,10.8160400390625
9,2.802379269423118,1.2425872087478638,2.8023791313171387,8.91677961537141,2.2855520248413086,8.916778564453125
10,9.405181602404234,2.6366944313049316,9.405180931091309,9.228127975967315,2.322432041168213,9.228128433227539
11,14.658191707555739,3.323601484298706,14.658190727233887,9.298662669525324,2.3286662101745605,9.298661231994629
12,7.369596451088538,2.2834136486053467,7.369597911834717,9.16241461527835,2.3089072704315186,9.162413597106934
13,2.82690995845149,1.2016801834106445,2.8269100189208984,8.334161841827708,2.2005131244659424,8.334161758422852
14,9.106725503141556,2.5597660541534424,9.106724739074707,8.3224554594667,2.2005364894866943,8.322455406188965
15,2.359880235488539,1.1526508331298828,2.3598804473876953,7.801277090950647,2.1314806938171387,7.801274299621582
16,2.116864910566442,1.0775625705718994,2.1168644428253174,7.784081788080277,2.1256136894226074,7.78408145904541
17,3.879336941825133,1.553114652633667,3.8793370723724365,8.03250825053092,2.161437511444092,8.032513618469238
18,1.8174087761679623,1.0121619701385498,1.8174089193344116,7.355990611956221,2.0733015537261963,7.355992794036865
19,1.9683231741173943,1.050838828086853,1.968322992324829,7.910154274281595,2.1453754901885986,7.910157680511475
20,1.8889232324951761,1.0335172414779663,1.8889232873916626,7.037582462214316,2.0280275344848633,7.03758430480957
21,1.869985712144658,1.036672830581665,1.869985580444336,7.158759150656413,2.040424108505249,7.158759593963623
22,2.437231130205387,1.1997120380401611,2.4372310638427734,6.80930764628654,1.996115803718567,6.8093061447143555
23,6.524561742631931,2.14499568939209,6.524561882019043,6.835458761302174,1.9956786632537842,6.8354573249816895
24,2.8938612494655733,1.3314752578735352,2.8938610553741455,6.676005965223708,1.9783799648284912,6.676004886627197
25,2.1689798197779586,1.1480262279510498,2.1689796447753906,6.801588300115114,1.9846971035003662,6.801586151123047
26,2.4392391903819353,1.2064616680145264,2.439239501953125,6.561756626745475,1.9603424072265625,6.561756134033203
27,1.8673525568876517,1.020308494567871,1.8673524856567383,6.767109976569136,1.9861079454421997,6.767108917236328
28,1.6076153207376143,0.9479193091392517,1.6076152324676514,6.38038821375732,1.9331276416778564,6.380389213562012
29,5.17691291960768,1.9633640050888062,5.176913738250732,6.469755418573069,1.9416359663009644,6.469754695892334
30,1.5969859422502308,0.9561461210250854,1.5969860553741455,6.760780062830241,1.9767351150512695,6.760776042938232
31,1.6998957880461876,0.9538840651512146,1.6998958587646484,6.309291454823873,1.9191555976867676,6.309291362762451
32,1.810016871907902,1.0002098083496094,1.8100169897079468,6.135759380490129,1.8949044942855835,6.135762691497803
33,5.436616047680346,1.9789365530014038,5.43661642074585,6.414849680125213,1.9269591569900513,6.414850234985352
34,2.0111969466621935,1.1016417741775513,2.0111968517303467,6.390383275581536,1.9317378997802734,6.39038610458374
35,2.30513109102613,1.2070767879486084,2.305131196975708,6.071143470494326,1.8861916065216064,6.0711445808410645
36,1.7719144785295309,0.9781214594841003,1.7719147205352783,6.085495123641538,1.8844671249389648,6.0854949951171875
37,1.5727282531283224,0.9550188183784485,1.5727282762527466,5.8944608367235825,1.8547457456588745,5.894461154937744
38,2.324011882103495,1.174714207649231,2.32401180267334,6.208262849205026,1.9016460180282593,6.208261966705322
39,1.8340911527015649,1.0452735424041748,1.834091305732727,6.078195045116158,1.883201003074646,6.078195571899414
40,1.7383900887859822,0.9877289533615112,1.7383899688720703,5.858144973627199,1.8527389764785767,5.858146667480469
41,3.0294030632529445,1.3979648351669312,3.029402494430542,5.699503088334872,1.8247495889663696,5.699501991271973
42,1.4873319727832564,0.926301896572113,1.4873318672180176,6.041783434681714,1.8763591051101685,6.041781902313232
43,2.9884929934987965,1.4003431797027588,2.9884932041168213,5.837758783149269,1.8499386310577393,5.837759494781494
44,1.4951910780425484,0.924585223197937,1.4951908588409424,5.992891130071226,1.8755958080291748,5.992892742156982
45,1.341135381691434,0.8756540417671204,1.3411353826522827,5.695074063125364,1.8274327516555786,5.695073127746582
46,1.6116181187319667,0.9748333692550659,1.611617922782898,6.25121621765791,1.9124712944030762,6.251217365264893
47,2.206165409549342,1.1306889057159424,2.206165313720703,5.720469968957005,1.8302075862884521,5.7204694747924805
48,1.5350071219332049,0.9336341619491577,1.5350072383880615,6.197152346567484,1.9051250219345093,6.197150230407715
49,1.3810028576325628,0.8836632370948792,1.3810029029846191,5.774655838644283,1.8403946161270142,5.774655342102051
50,2.476002720336258,1.224632740020752,2.4760029315948486,5.563508779925496,1.8058032989501953,5.563510417938232
51,4.756649699664641,1.8760632276535034,4.756649494171143,5.591876705166033,1.810989499092102,5.591875076293945
52,1.561654216944691,0.969017744064331,1.5616542100906372,5.840560358054946,1.8509713411331177,5.84056282043457
53,1.2215182428908309,0.8331480622291565,1.2215182781219482,6.18808809891025,1.904556155204773,6.188088893890381
54,1.3879971714316999,0.8895941972732544,1.387997031211853,5.452880726308801,1.7886393070220947,5.452879428863525
55,1.4951090487275696,0.94022536277771,1.4951092004776,5.8012058918205085,1.8430653810501099,5.801205158233643
56,2.6532512054463857,1.312545895576477,2.6532514095306396,5.671653108681374,1.822253942489624,5.671652793884277
57,1.4764562337261449,0.8742734789848328,1.4764562845230103,5.771427141000896,1.840815544128418,5.771428108215332
58,3.1675910685793935,1.481389045715332,3.167590618133545,5.600226261072511,1.808444619178772,5.600227355957031
59,4.383005623661146,1.7968041896820068,4.3830060958862305,5.473226154777079,1.7927693128585815,5.473226547241211
60,1.2645267166801835,0.8531030416488647,1.264526605606079,5.806922322100379,1.8440232276916504,5.806924819946289
61,1.728613141145455,1.0365569591522217,1.728613257408142,5.533774847655564,1.8003833293914795,5.53377628326416
62,1.4914389590561101,0.9356858730316162,1.4914391040802002,5.329645658969552,1.7650710344314575,5.329644680023193
63,2.4778617721036964,1.2687784433364868,2.4778618812561035,5.791760387077809,1.843331217765808,5.79176139831543
64,1.8995473734606088,1.1048126220703125,1.8995473384857178,5.670131791129529,1.8220460414886475,5.670134544372559
65,1.1706422680747695,0.8272592425346375,1.1706421375274658,5.5874565154183236,1.81229567527771,5.587459087371826
66,1.8477454613383772,1.054984211921692,1.8477451801300049,5.374945185183126,1.7780901193618774,5.374945163726807
67,1.641172395605736,1.0141148567199707,1.6411722898483276,5.466285361411027,1.7902050018310547,5.46628475189209
68,1.3070346129190402,0.8475616574287415,1.3070347309112549,5.53715020795646,1.8028734922409058,5.5371503829956055
69,1.4162099193591446,0.9179286360740662,1.4162099361419678,5.6167423772041625,1.8154956102371216,5.616743087768555
70,6.39283215032349,2.224642276763916,6.3928327560424805,5.889479897298531,1.8612815141677856,5.8894805908203125
71,2.3394745403179105,1.2206162214279175,2.3394744396209717,5.4281090643729755,1.783591866493225,5.428110122680664
72,2.980880017821216,1.4280779361724854,2.9808802604675293,5.313232453297759,1.765265703201294,5.313232421875
73,1.3887488631904925,0.9202788472175598,1.3887488842010498,5.340076758938355,1.771804928779602,5.3400750160217285
74,4.722034488680029,1.881048321723938,4.722034454345703,5.443248899357953,1.7845529317855835,5.443248271942139
75,2.8318398540728453,1.380464792251587,2.8318397998809814,5.289484244363106,1.760732889175415,5.289481163024902
76,3.121681805774129,1.4519933462142944,3.1216816902160645,5.294745254550772,1.7600797414779663,5.294744491577148
77,1.678420053509728,1.0343704223632812,1.6784199476242065,5.617207182620846,1.813017725944519,5.617208957672119
78,1.6165684052272102,1.0211275815963745,1.6165685653686523,5.169674037936653,1.73794686794281,5.169676780700684
79,1.6931041095411823,1.0284641981124878,1.6931042671203613,5.295173286782998,1.759312391281128,5.295174598693848
80,1.390893413199333,0.9199967980384827,1.3908932209014893,5.303024276359116,1.763047695159912,5.303022861480713
81,2.0814180509945452,1.1565619707107544,2.081418037414551,5.469961793171189,1.7920863628387451,5.469963073730469
82,1.2471183846549025,0.8513311743736267,1.2471182346343994,5.151576764158377,1.7387481927871704,5.151576519012451
83,1.2864847862227253,0.8764094114303589,1.2864845991134644,5.670404344477674,1.8267637491226196,5.670403003692627
84,2.062938562072393,1.1477316617965698,2.062938928604126,5.235144989954162,1.7546677589416504,5.235147476196289
85,1.0924358871404616,0.8020142316818237,1.0924360752105713,5.17540112447555,1.7392780780792236,5.175398826599121
86,2.4040329446080295,1.2829686403274536,2.4040329456329346,5.130192649969221,1.7354278564453125,5.130195140838623
87,1.7044533034411251,1.0318809747695923,1.7044532299041748,5.2793052518632235,1.758057713508606,5.2793073654174805
88,4.856400735271931,1.9109725952148438,4.856401443481445,5.108614877660541,1.7310835123062134,5.108614444732666
89,1.08554215894983,0.7911754846572876,1.08554208278656,5.261948345133981,1.7572860717773438,5.261948108673096
90,1.0362261365268386,0.7725521326065063,1.0362260341644287,5.556349464395546,1.8053319454193115,5.55634880065918
91,1.0895606711755064,0.7863010168075562,1.089560866355896,5.101457413496312,1.729628562927246,5.101456165313721
92,2.063857995329974,1.1633661985397339,2.0638580322265625,5.197094867251601,1.744124412536621,5.1970953941345215
93,1.462608441045885,0.9299967885017395,1.4626084566116333,5.216831492856583,1.7468560934066772,5.216834545135498
94,1.430513142130184,0.9399398565292358,1.4305131435394287,5.101107815003866,1.7279462814331055,5.101107597351074
95,1.741590635037307,1.0476678609848022,1.7415904998779297,5.173063463702149,1.737771987915039,5.173061370849609
96,1.2295317579379075,0.8602620959281921,1.2295317649841309,5.225952806393331,1.748532772064209,5.225953578948975
97,1.616056917944882,1.0231866836547852,1.6160569190979004,5.298676437933088,1.7630549669265747,5.298676490783691
98,1.0760214365918683,0.7803503274917603,1.076021432876587,5.194083438791395,1.7458230257034302,5.194083213806152
99,2.1725316670298382,1.1785012483596802,2.172531843185425,4.966398162643323,1.7070667743682861,4.966401100158691
100,1.1838357638185348,0.820774495601654,1.183835744857788,5.322080550347982,1.7655221223831177,5.322079181671143
101,6.271232447145064,2.1738033294677734,6.2712321281433105,4.939953410911281,1.7002426385879517,4.939952373504639
102,1.7395071944903455,1.0553163290023804,1.7395070791244507,5.230664696300031,1.7494549751281738,5.230663776397705
103,1.405501716435436,0.929338812828064,1.4055017232894897,5.236209407098609,1.750540018081665,5.2362060546875
104,1.5278396565449104,0.9565455913543701,1.5278396606445312,5.047669905980637,1.7210789918899536,5.047670841217041
105,2.4517787295858557,1.2921737432479858,2.4517784118652344,5.03099357971119,1.7162538766860962,5.030993461608887
106,1.5239666877799878,0.9763031601905823,1.523966670036316,4.9111973107660205,1.6972838640213013,4.911196708679199
107,2.57596649936551,1.3578647375106812,2.5759663581848145,5.048003172910757,1.7188204526901245,5.048002243041992
108,1.0235802358609896,0.7744643092155457,1.0235801935195923,5.260459546933785,1.7575230598449707,5.260459899902344
109,1.0962486244029477,0.8034330606460571,1.096248745918274,5.117957292533242,1.7290644645690918,5.11795711517334
110,1.605596095243492,1.0103795528411865,1.6055959463119507,4.9106516216879825,1.6958938837051392,4.910653591156006
111,1.0146642073324328,0.7709253430366516,1.0146640539169312,4.970695638623869,1.7041165828704834,4.970695495605469
112,2.1344311707510477,1.1769707202911377,2.1344311237335205,4.96725962264601,1.7087270021438599,4.967259883880615
113,1.8337923231334983,1.0779707431793213,1.8337923288345337,5.214045437170141,1.749092936515808,5.214044570922852
114,2.2899911102590096,1.2196383476257324,2.2899911403656006,4.847491784833423,1.6858813762664795,4.847491264343262
115,2.6010985315518633,1.3484981060028076,2.6010992527008057,5.035741020461309,1.7205519676208496,5.035738945007324
116,2.168358184265104,1.2022877931594849,2.168358325958252,5.102879366746982,1.7251665592193604,5.102880477905273
117,2.0613963758990304,1.190353512763977,2.061396598815918,5.079943006625475,1.725379467010498,5.07994270324707
118,1.1022118027014223,0.8112289905548096,1.102211833000183,4.69343095095408,1.660012125968933,4.6934309005737305
119,0.9053868114916245,0.7179154753684998,0.9053869247436523,5.1666377399647665,1.740475058555603,5.166637420654297
120,1.2588174614709018,0.8697900176048279,1.2588175535202026,4.906616714285386,1.6923823356628418,4.906615734100342
121,2.125556051314742,1.2000244855880737,2.125556468963623,4.687920824660109,1.6546738147735596,4.687920093536377
122,0.9230448861457787,0.7312239408493042,0.9230449795722961,4.874085910243896,1.6904584169387817,4.874085426330566
123,1.524660254729044,0.9790778160095215,1.5246599912643433,5.098695374073344,1.7271207571029663,5.098694801330566
124,1.0093865584199753,0.764348566532135,1.0093865394592285,4.9826170736747235,1.708213448524475,4.982616424560547
125,1.1074563448689176,0.8159164786338806,1.1074562072753906,4.728094819831398,1.6623857021331787,4.728094577789307
126,1.2503254340580239,0.8798794150352478,1.2503255605697632,4.874216628891182,1.691062331199646,4.874217510223389
127,0.9312070569064527,0.7356962561607361,0.931207001209259,4.730315688860135,1.6614989042282104,4.7303147315979
128,1.0290171866260633,0.7630128264427185,1.0290170907974243,5.0749273026663335,1.7224942445755005,5.074928283691406
129,1.6308101454708668,1.0138801336288452,1.630810022354126,4.811270996440126,1.6799519062042236,4.8112711906433105
130,1.0888413738525407,0.810913622379303,1.0888413190841675,4.898629516590058,1.6932083368301392,4.898629188537598
131,1.9632201176827342,1.1288939714431763,1.9632203578948975,4.870487819080023,1.6893881559371948,4.870487213134766
132,1.2766505237038195,0.8885968327522278,1.2766504287719727,4.71225265017735,1.6635794639587402,4.71225118637085
133,1.6250685889640206,0.9995571970939636,1.6250686645507812,4.867023293733034,1.6906739473342896,4.867023944854736
134,0.8692854541018085,0.7049678564071655,0.8692854046821594,5.059534914712609,1.7197413444519043,5.059535980224609
135,2.699539676524823,1.3498061895370483,2.699540138244629,4.851128844830994,1.6819063425064087,4.851128101348877
136,1.1192247464027794,0.8181156516075134,1.1192246675491333,4.724691361348174,1.6622693538665771,4.7246904373168945
137,1.037165554155271,0.7849108576774597,1.037165641784668,4.654364689812186,1.6500983238220215,4.6543660163879395
138,1.706893410495633,0.9717252254486084,1.7068933248519897,4.8505368048063175,1.683739185333252,4.850536823272705
139,0.9926179648086244,0.7535356283187866,0.9926177859306335,4.7670148509233075,1.6669390201568604,4.767014980316162
140,0.9630892094202672,0.7537628412246704,0.9630891680717468,4.6756240905464885,1.6543561220169067,4.675623893737793
141,1.1436957472565992,0.8311814069747925,1.1436957120895386,4.916992107163383,1.69581139087677,4.916991710662842
142,1.5614999676826884,0.9844644069671631,1.561499834060669,4.696800766134728,1.6598477363586426,4.696800231933594
143,0.8583622983807456,0.7106877565383911,0.8583622574806213,4.881723788919968,1.6883528232574463,4.8817243576049805
144,1.4084887476392742,0.9309380054473877,1.4084887504577637,4.611569787954011,1.6428008079528809,4.611569881439209
145,1.0223863588617028,0.7865239381790161,1.0223863124847412,4.504145564832491,1.6225842237472534,4.504146575927734
146,2.127739713628852,1.196789026260376,2.127739906311035,4.641957766847923,1.6481966972351074,4.641958236694336
147,1.1750278953324718,0.8433886170387268,1.175027847290039,4.761247796657239,1.670009732246399,4.761249542236328
148,4.995194034125458,1.9964133501052856,4.995194435119629,4.827446542648006,1.6784186363220215,4.8274455070495605
149,1.3425888026164208,0.9201681017875671,1.3425889015197754,4.698425364727111,1.6595853567123413,4.698424339294434
