,val_loss,val_mae,val_mse,loss,mae,mse
0,15.094541292431405,2.9936513900756836,15.094541549682617,58.53171275127664,4.881744861602783,58.531700134277344
1,5.531970057418307,1.6966251134872437,5.531970024108887,15.207420711814049,3.0046746730804443,15.207415580749512
2,3.129000286079747,1.2899794578552246,3.129000425338745,11.494122513759127,2.61511492729187,11.49411678314209
3,5.554026196298902,1.8398061990737915,5.5540266036987305,9.509879746080701,2.3866050243377686,9.50987720489502
4,4.265599106794272,1.195591688156128,4.265599250793457,9.130526530547233,2.324766159057617,9.13052749633789
5,2.5787004486711225,1.2148683071136475,2.578700304031372,7.6046465420558516,2.123886823654175,7.604645252227783
6,4.122123357495078,1.5859605073928833,4.122122764587402,7.300203073163924,2.077519655227661,7.3002028465271
7,3.7542435319624814,1.5535590648651123,3.7542436122894287,6.780387261765909,2.0034565925598145,6.780389785766602
8,6.44291951027306,1.9422186613082886,6.4429192543029785,6.148184312197561,1.902843952178955,6.148187637329102
9,3.142967818566127,1.1392163038253784,3.142967462539673,5.945608098574343,1.871687650680542,5.9456071853637695
10,3.5301834836177837,1.3238070011138916,3.5301835536956787,5.534573411661044,1.8039454221725464,5.534574508666992
11,1.9973084799773202,0.9278339743614197,1.9973084926605225,5.534877571890629,1.8011888265609741,5.534876346588135
12,2.5612543506817045,1.040034294128418,2.5612547397613525,5.200223660626382,1.7432823181152344,5.2002272605896
13,1.905602255795093,0.8945263028144836,1.9056024551391602,5.43750656280046,1.7862757444381714,5.4375081062316895
14,1.8656106997023085,0.9626390933990479,1.8656105995178223,5.331937786969774,1.7694562673568726,5.331935882568359
15,3.3108703678875187,1.0652453899383545,3.310870409011841,5.020604293610018,1.7168347835540771,5.020604133605957
16,3.9352302120809335,1.0869619846343994,3.9352304935455322,5.089378737210195,1.7292108535766602,5.089378356933594
17,1.6112069883761644,0.952474057674408,1.6112070083618164,4.949485887200738,1.7041704654693604,4.949486255645752
18,5.139016382544352,1.5190526247024536,5.139017105102539,4.862207789223319,1.6878947019577026,4.862209320068359
19,5.187090773790001,0.946704626083374,5.1870903968811035,4.946147313183047,1.7045402526855469,4.9461469650268555
20,5.915596799527619,1.7036176919937134,5.9155964851379395,4.86393293190122,1.692984700202942,4.863931655883789
21,3.278516778633327,1.1097378730773926,3.2785167694091797,4.842048437546746,1.6851723194122314,4.842045307159424
22,2.009881691417663,0.9220080375671387,2.0098814964294434,4.719166330208986,1.6648705005645752,4.719166278839111
23,3.6136668521444495,1.008386254310608,3.6136670112609863,4.761545034312151,1.6708061695098877,4.761544227600098
24,3.4834012580391924,1.1468102931976318,3.48340106010437,4.729884668319295,1.6678028106689453,4.729884147644043
25,2.4286718927103625,1.0233231782913208,2.4286718368530273,4.572191243799435,1.6383439302444458,4.57219123840332
26,3.3731583723901486,1.0340874195098877,3.3731584548950195,4.6593679163591295,1.657636046409607,4.659366607666016
27,2.379581355074924,0.8416447639465332,2.3795814514160156,4.5272919641405736,1.6307584047317505,4.527290344238281
28,4.573609345449932,1.431702733039856,4.573608875274658,4.713971585621742,1.6664005517959595,4.71397066116333
29,2.976042727511907,0.844489336013794,2.9760425090789795,4.6272396332422225,1.649032711982727,4.627237796783447
30,5.416800444129972,1.0331447124481201,5.416800498962402,4.534540594654573,1.6336268186569214,4.534541606903076
31,5.566260897940298,1.1395765542984009,5.566260814666748,4.617913038084013,1.6459975242614746,4.617913246154785
32,3.2993082193070236,1.0988070964813232,3.2993083000183105,4.565572936310423,1.6390167474746704,4.565572261810303
33,2.4878251384753556,1.1946216821670532,2.4878251552581787,4.722661382545265,1.6686280965805054,4.722662448883057
34,3.134541894337748,0.9390525221824646,3.1345417499542236,4.521562509212692,1.6325322389602661,4.5215630531311035
35,3.3203178377064373,0.7994530200958252,3.3203177452087402,4.471915460559041,1.6172505617141724,4.471916198730469
36,1.0456524161739031,0.7559387683868408,1.0456525087356567,4.568860408543707,1.6429575681686401,4.56886100769043
37,4.192768098973638,1.3371307849884033,4.192768573760986,4.437889634034116,1.6151612997055054,4.437889099121094
38,2.5103717887997306,0.7535315155982971,2.510371685028076,4.501325671981994,1.6303905248641968,4.5013227462768555
39,5.335136532463226,1.5026618242263794,5.335136890411377,4.408167587333637,1.6120479106903076,4.408167839050293
40,1.9365144142343562,1.0171858072280884,1.9365142583847046,4.45563565700537,1.6169500350952148,4.455636024475098
41,6.840176643318287,0.9513674974441528,6.840176582336426,4.628221288806151,1.6521912813186646,4.628221035003662
42,4.278024340367715,0.9146110415458679,4.278024196624756,4.483439976393576,1.6252635717391968,4.483441352844238
43,2.7227032562534634,0.8469799160957336,2.722702980041504,4.456269205077494,1.6200039386749268,4.456267833709717
44,1.5185617429476026,0.8145990967750549,1.5185617208480835,4.326117496656206,1.5981380939483643,4.326117515563965
45,3.976311131743319,1.1140294075012207,3.976311206817627,4.448611786286418,1.6172707080841064,4.448612689971924
46,2.871134922492895,1.0481632947921753,2.8711352348327637,4.337746073362425,1.5987917184829712,4.337745666503906
47,1.8231762102507314,0.8258992433547974,1.823176383972168,4.336249216385027,1.597450852394104,4.33624792098999
48,2.7312113799310898,0.8260486125946045,2.7312111854553223,4.495612926807206,1.6273369789123535,4.495613098144531
49,3.4489528629358324,0.889156699180603,3.4489524364471436,4.347147604666764,1.5989606380462646,4.347148418426514
50,2.9180199645143374,0.8348206877708435,2.918020009994507,4.347729113197993,1.600620985031128,4.347726821899414
51,1.804590423026436,0.7464370131492615,1.8045903444290161,4.2988731715960435,1.5880969762802124,4.298872470855713
52,2.2638957552984156,0.7211070656776428,2.2638959884643555,4.258814582592347,1.5855029821395874,4.258816242218018
53,1.538557869461773,0.7876131534576416,1.538558006286621,4.202221223835391,1.5710123777389526,4.20222282409668
54,2.856677535526987,1.330656886100769,2.856677532196045,4.160358268452696,1.5627343654632568,4.160358428955078
55,1.83825059426465,0.7794651985168457,1.8382506370544434,4.227232017648362,1.579047441482544,4.227231025695801
56,7.533052201555468,2.0011582374572754,7.53305196762085,4.280418047199202,1.5892601013183594,4.280418395996094
57,1.7686618618398888,0.80033940076828,1.7686619758605957,4.19537314918454,1.5725510120391846,4.195374011993408
58,2.577508558450624,0.875969409942627,2.5775086879730225,4.215181238087246,1.5758930444717407,4.215182304382324
59,4.115095857008371,1.184257984161377,4.115095615386963,4.18405060251154,1.569648265838623,4.184051513671875
60,2.6911475680195984,1.056774616241455,2.691147565841675,4.19437569759777,1.5700587034225464,4.194376468658447
61,2.473721725078503,0.8849068880081177,2.4737212657928467,4.221547636553378,1.5759340524673462,4.221546173095703
62,3.4793246892880907,0.748943030834198,3.4793248176574707,4.289625326882572,1.5886255502700806,4.289625644683838
63,4.997970384272883,1.2307547330856323,4.9979705810546875,4.096555221127408,1.5539920330047607,4.096554756164551
64,3.8290558332784532,0.832572340965271,3.82905650138855,4.11436767382498,1.557113766670227,4.1143670082092285
65,2.534848550902074,0.9059262871742249,2.534848213195801,4.178800243272212,1.5637983083724976,4.178800106048584
66,2.630479598416877,0.745384693145752,2.630479335784912,4.1552011864478136,1.565118670463562,4.155202865600586
