,val_loss,val_main_output_loss,val_auxilliary_output_1_loss,val_auxilliary_output_2_loss,val_main_output_mae,val_main_output_mse,val_auxilliary_output_1_mae,val_auxilliary_output_1_mse,val_auxilliary_output_2_mae,val_auxilliary_output_2_mse,loss,main_output_loss,auxilliary_output_1_loss,auxilliary_output_2_loss,main_output_mae,main_output_mse,auxilliary_output_1_mae,auxilliary_output_1_mse,auxilliary_output_2_mae,auxilliary_output_2_mse
0,296.6478702436526,249.17173767089844,15.870365142822266,47.51202392578125,14.1548433303833,242.36668395996094,2.430267095565796,11.792844772338867,5.43490743637085,42.488311767578125,664.4242604046581,388.09490966796875,127.6353759765625,147.91131591796875,9.121006965637207,388.56890869140625,6.419723987579346,127.77610778808594,6.678957939147949,148.0792694091797
1,254.60044294272234,219.26715087890625,15.579707145690918,35.14369201660156,13.164451599121094,212.663818359375,2.409370183944702,11.57693862915039,4.426302909851074,30.35968017578125,81.9528338806566,34.807071685791016,23.778547286987305,23.368179321289062,4.568336009979248,34.8062629699707,3.7474491596221924,23.777189254760742,3.7142364978790283,23.369365692138672
2,211.69997085005542,180.51185607910156,15.507268905639648,30.669713973999023,11.869872093200684,174.18463134765625,2.4017274379730225,11.52503776550293,4.0341033935546875,25.990310668945312,73.81346700360287,31.14708709716797,21.37877082824707,21.286447525024414,4.294788837432861,31.147052764892578,3.52717924118042,21.379247665405273,3.5183513164520264,21.28717041015625
3,177.7867988205161,156.5380401611328,15.235627174377441,20.401670455932617,10.937238693237305,150.43014526367188,2.387138843536377,11.322211265563965,2.9724280834198,16.034439086914062,69.72600435617629,29.37871551513672,20.16615104675293,20.18125343322754,4.16259241104126,29.378515243530273,3.4086990356445312,20.165124893188477,3.4108026027679443,20.182361602783203
4,220.63602706195846,188.6420440673828,14.650843620300293,31.643550872802734,12.220890998840332,182.4718017578125,2.383547067642212,11.067353248596191,4.186886310577393,27.096853256225586,66.9467724302386,28.183067321777344,19.30780029296875,19.45783805847168,4.078098297119141,28.182205200195312,3.3297834396362305,19.307748794555664,3.337458848953247,19.456832885742188
5,204.0153287121969,181.39349365234375,14.146710395812988,21.466779708862305,11.963253021240234,175.7533721923828,2.3621373176574707,10.772796630859375,3.1968326568603516,17.48914909362793,64.21668457202558,26.782489776611328,18.633913040161133,18.79496192932129,3.9725794792175293,26.784624099731445,3.2664904594421387,18.635854721069336,3.2778735160827637,18.796207427978516
6,181.01666643490142,157.0546112060547,13.810298919677734,22.510021209716797,11.079913139343262,151.79872131347656,2.3412246704101562,10.550875663757324,3.3414652347564697,18.66707992553711,61.962219448772444,25.757810592651367,18.030115127563477,18.1773681640625,3.899665594100952,25.754438400268555,3.2126784324645996,18.030363082885742,3.2281129360198975,18.177410125732422
7,180.96472495938423,158.1520538330078,13.266143798828125,21.0902156829834,11.149453163146973,153.1580352783203,2.319850444793701,10.296340942382812,3.252394437789917,17.51033592224121,59.95429284956096,24.620149612426758,17.566238403320312,17.76524543762207,3.8076910972595215,24.624042510986328,3.1695520877838135,17.565736770629883,3.1909823417663574,17.764522552490234
8,182.00042085068512,154.2672576904297,12.813180923461914,23.873933792114258,11.031846046447754,150.5454864501953,2.347290277481079,10.393099784851074,3.6647355556488037,21.061843872070312,59.06522741320882,24.050878524780273,17.495023727416992,17.513286590576172,3.7674720287323,24.052305221557617,3.1661252975463867,17.49662971496582,3.1673641204833984,17.51630401611328
9,129.70724131457592,108.3437271118164,13.115964889526367,15.885818481445312,9.184178352355957,106.14762115478516,2.3899874687194824,10.607156753540039,2.6926565170288086,12.952460289001465,56.83848244559216,22.86249542236328,16.993803024291992,16.978008270263672,3.671658754348755,22.863800048828125,3.124145984649658,16.994977951049805,3.1207435131073,16.979690551757812
10,131.66511487269005,114.307373046875,12.441144943237305,12.563403129577637,9.42198657989502,111.68372344970703,2.27128267288208,9.808467864990234,2.3408565521240234,10.17292308807373,54.830255036697054,21.919836044311523,16.638317108154297,16.26432991027832,3.5905680656433105,21.922758102416992,3.085660934448242,16.640094757080078,3.0486598014831543,16.267404556274414
11,127.05632616767699,111.21076202392578,10.84128189086914,12.38899040222168,9.348161697387695,109.11772155761719,2.0333220958709717,7.870164394378662,2.3472042083740234,10.068440437316895,45.59664420606571,18.318355560302734,14.072629928588867,13.197799682617188,3.2744226455688477,18.320537567138672,2.8281447887420654,14.07595157623291,2.7423226833343506,13.200156211853027
12,87.83416574222947,75.91913604736328,9.973085403442383,10.087579727172852,7.5932769775390625,73.01569366455078,1.9659557342529297,7.39084529876709,1.9607151746749878,7.427632808685303,38.890281848213235,16.447813034057617,10.812612533569336,11.63361644744873,3.08980393409729,16.446292877197266,2.4577503204345703,10.811226844787598,2.559203624725342,11.63276195526123
13,89.02982744793941,78.8670425415039,8.856671333312988,12.123640060424805,7.710070610046387,74.30219268798828,1.773305892944336,6.212411403656006,2.183143377304077,8.515222549438477,34.47026382919667,14.401573181152344,9.962814331054688,10.101922988891602,2.8897228240966797,14.403194427490234,2.367094039916992,9.963924407958984,2.3836145401000977,10.103151321411133
14,68.52741069680961,57.83388137817383,7.2352070808410645,7.24876594543457,6.635048866271973,56.66415786743164,1.7416199445724487,5.819666862487793,1.7867612838745117,6.043584823608398,32.749047699343656,13.61587905883789,9.551230430603027,9.575716972351074,2.815721273422241,13.617782592773438,2.327666759490967,9.553874015808105,2.327552080154419,9.577390670776367
15,82.29693037767939,74.5462875366211,8.848199844360352,9.834647178649902,7.43567419052124,70.04948425292969,1.7306807041168213,5.880060195922852,1.7921887636184692,6.367383003234863,32.372949499473265,13.286195755004883,9.598740577697754,9.483885765075684,2.7777016162872314,13.28746223449707,2.330714464187622,9.60067081451416,2.311999797821045,9.484808921813965
16,65.18688994361021,68.5824203491211,7.930410385131836,11.846738815307617,6.3264007568359375,54.066612243652344,1.6430680751800537,5.250986576080322,1.6635386943817139,5.869292259216309,30.112312734004245,12.385029792785645,8.689129829406738,9.033485412597656,2.682896852493286,12.387198448181152,2.2357115745544434,8.691093444824219,2.2702410221099854,9.034021377563477
17,61.18540981647342,53.98835754394531,7.795302867889404,8.211447715759277,6.086520195007324,50.2530517578125,1.617826223373413,5.216947555541992,1.7337791919708252,5.71540641784668,33.49829524686247,13.603103637695312,9.954397201538086,9.981634140014648,2.756878137588501,13.588116645812988,2.3438713550567627,9.93972110748291,2.3395330905914307,9.970457077026367
18,50.568702824842156,43.79802703857422,7.294604301452637,7.855658531188965,5.556629657745361,39.86111831665039,1.6592659950256348,5.278491020202637,1.6853352785110474,5.429099082946777,28.726805777474425,11.400814056396484,8.821432113647461,8.501821517944336,2.5600268840789795,11.401108741760254,2.225956439971924,8.82291316986084,2.189119338989258,8.502796173095703
19,49.872624400865,43.152042388916016,6.8260040283203125,8.055513381958008,5.38737154006958,39.659854888916016,1.5510109663009644,4.765645503997803,1.6688908338546753,5.447122573852539,29.772916817173186,11.802826881408691,9.003450393676758,8.96212100982666,2.5835044384002686,11.804067611694336,2.2484848499298096,9.0050630569458,2.2373735904693604,8.963784217834473
20,46.54733030799894,38.49016189575195,4.694308757781982,4.713448524475098,5.255666732788086,37.9526481628418,1.5117313861846924,4.238327503204346,1.5337485074996948,4.356359004974365,26.5443994666124,10.378479957580566,8.076763153076172,8.082833290100098,2.4486849308013916,10.380069732666016,2.1456096172332764,8.079492568969727,2.140225410461426,8.0848388671875
21,48.82345136245818,40.560794830322266,3.9683663845062256,5.408022403717041,5.452572822570801,39.72786331176758,1.435421347618103,3.790085554122925,1.7381211519241333,5.305508613586426,25.131432383511296,9.7847900390625,7.685144901275635,7.661688327789307,2.382578134536743,9.784479141235352,2.107309103012085,7.684560298919678,2.0993759632110596,7.662391662597656
22,40.20719427962511,32.34566879272461,4.408411026000977,4.434532642364502,4.840843200683594,31.909496307373047,1.4643076658248901,3.917508840560913,1.5677058696746826,4.380186557769775,24.18240472955833,9.36465835571289,7.315831661224365,7.500900745391846,2.3412301540374756,9.365873336791992,2.062824249267578,7.316024303436279,2.0842156410217285,7.500509738922119
23,39.54928229535414,32.38375473022461,3.6392898559570312,4.152102947235107,4.821290493011475,31.90401268005371,1.4208762645721436,3.5863914489746094,1.4831286668777466,4.058879375457764,23.358967512400174,9.007619857788086,7.0986104011535645,7.2495808601379395,2.2992396354675293,9.007647514343262,2.0341508388519287,7.099832057952881,2.053363800048828,7.251483917236328
24,41.74990720918011,34.55872344970703,3.8411173820495605,4.495434761047363,4.957345008850098,33.9007453918457,1.4760329723358154,3.8013243675231934,1.4775667190551758,4.047835350036621,22.71742942130974,8.644455909729004,6.885361194610596,7.192052364349365,2.2464914321899414,8.644543647766113,2.000894546508789,6.883983612060547,2.040553092956543,7.188906192779541
25,25.650300045925594,19.106008529663086,3.2105367183685303,3.6978633403778076,3.680830717086792,18.862354278564453,1.3128989934921265,3.1336803436279297,1.4093258380889893,3.654268264770508,22.228676663975342,8.326574325561523,6.866765975952148,7.0372185707092285,2.2086308002471924,8.326050758361816,1.9990876913070679,6.866212368011475,2.02070689201355,7.036410331726074
26,32.766015423298654,27.65633201599121,3.1085140705108643,3.9353790283203125,4.3654632568359375,26.292272567749023,1.2697324752807617,2.9522252082824707,1.3661764860153198,3.5215206146240234,21.11556450458053,7.797516822814941,6.490956783294678,6.825239658355713,2.1324117183685303,7.798213481903076,1.9465632438659668,6.490834712982178,1.9892363548278809,6.82651424407959
